agency_name,city,state,fiscal_year,operating_budget_usd,sworn_officers,source,source_url,retrieved
San Bernardino Police,San Bernardino,CA,2000,36276800,286,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
San Diego Police,San Diego,CA,1990,121928663,1816,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
San Diego Police,San Diego,CA,2000,232910664,2022,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
San Francisco Police,San Francisco,CA,1990,178778013,1777,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
San Francisco Police,San Francisco,CA,2000,255706971,2227,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
San Jose Police,San Jose,CA,1990,120582552,1110,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
San Jose Police,San Jose,CA,2000,182962392,1408,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Santa Ana Police,Santa Ana,CA,1990,40256284,382,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Santa Ana Police,Santa Ana,CA,2000,80752086,404,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Santa Clara Police,Santa Clara,CA,2000,25000000,149,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Santa Rosa Police,Santa Rosa,CA,2000,29000000,166,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Simi Valley Police,Simi Valley,CA,2000,15731750,116,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Stockton Police,Stockton,CA,2000,51000000,374,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Sunnyvale Police,Sunnyvale,CA,2000,17915485,212,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Torrance Police,Torrance,CA,1993,29927501,245,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Torrance Police,Torrance,CA,1997,35528363,249,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Torrance Police,Torrance,CA,2000,38683557,248,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Vallejo Police,Vallejo,CA,2000,22952600,145,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Ventura Police,Ventura,CA,2000,17096962,127,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
West Covina Police,West Covina,CA,1997,11300000,111,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
West Covina Police,West Covina,CA,2000,16900000,120,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Arvada Police,Arvada,CO,2000,16765529,132,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Aurora Police,Aurora,CO,1993,31007748,401,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Aurora Police,Aurora,CO,1997,42162144,508,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Aurora Police,Aurora,CO,2000,52000000,507,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Colorado Springs Police,Colorado Springs,CO,1990,28811656,406,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Colorado Springs Police,Colorado Springs,CO,1993,29457868,474,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Colorado Springs Police,Colorado Springs,CO,1997,43542769,528,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Colorado Springs Police,Colorado Springs,CO,2000,56182134,586,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Denver Police,Denver,CO,1990,80514715,1318,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Denver Police,Denver,CO,1993,83091200,1388,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Denver Police,Denver,CO,1997,110356300,1412,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Denver Police,Denver,CO,2000,123318114,1489,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Fort Collins Police,Fort Collins,CO,1997,13740731,130,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Fort Collins Police,Fort Collins,CO,2000,18697421,144,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Lakewood Police,Lakewood,CO,1993,13576575,220,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Lakewood Police,Lakewood,CO,1997,18936301,228,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Lakewood Police,Lakewood,CO,2000,23208886,226,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Pueblo Police,Pueblo,CO,2000,12955214,192,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Westminster Police,Westminster,CO,2000,13288277,150,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Bridgeport Police,Bridgeport,CT,1993,21718766,396,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Bridgeport Police,Bridgeport,CT,1997,43141353,431,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Bridgeport Police,Bridgeport,CT,2000,32947897,420,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Hartford Police,Hartford,CT,1993,26457710,351,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Hartford Police,Hartford,CT,1997,30277990,473,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Hartford Police,Hartford,CT,2000,33656430,423,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
New Haven Police,New Haven,CT,1997,26426133,433,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
New Haven Police,New Haven,CT,2000,29000000,455,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Stamford Police,Stamford,CT,1993,14244700,286,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Stamford Police,Stamford,CT,1997,20947005,313,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Stamford Police,Stamford,CT,2000,27135697,308,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Waterbury Police,Waterbury,CT,1993,20056000,289,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Waterbury Police,Waterbury,CT,1997,25244982,322,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Waterbury Police,Waterbury,CT,2000,25000000,321,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Washington Metropolitan Police,Washington,DC,1990,208185000,4506,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Washington Metropolitan Police,Washington,DC,1993,235470218,4271,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Washington Metropolitan Police,Washington,DC,1997,234305657,3618,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Washington Metropolitan Police,Washington,DC,2000,316666268,3612,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Cape Coral Police,Cape Coral,FL,2000,14400657,143,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Clearwater Police,Clearwater,FL,1997,17741982,258,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Clearwater Police,Clearwater,FL,2000,25971230,252,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Coral Springs Police,Coral Springs,FL,1997,17507325,158,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Coral Springs Police,Coral Springs,FL,2000,20000000,174,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Fort Lauderdale Police,Fort Lauderdale,FL,1993,43630498,465,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Fort Lauderdale Police,Fort Lauderdale,FL,1997,51315442,462,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Fort Lauderdale Police,Fort Lauderdale,FL,2000,58049356,496,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Hialeah Police,Hialeah,FL,1993,26124084,306,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Hialeah Police,Hialeah,FL,1997,25800000,322,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Hialeah Police,Hialeah,FL,2000,29975913,333,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Hollywood Police,Hollywood,FL,1997,33523330,307,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Hollywood Police,Hollywood,FL,2000,39086594,346,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Jacksonville Sheriff's Office,Jacksonville,FL,1990,101951181,1181,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name constructed.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Miami Police,Miami,FL,1990,77565000,1110,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Miami Police,Miami,FL,1993,83334627,1067,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Miami Police,Miami,FL,1997,79892287,1007,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Miami Police,Miami,FL,2000,86595193,1110,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Orlando Police,Orlando,FL,1997,51475643,600,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Orlando Police,Orlando,FL,2000,63964666,647,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Pembroke Pines Police,Pembroke Pines,FL,1997,13550954,183,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Pembroke Pines Police,Pembroke Pines,FL,2000,20000000,201,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
St. Petersburg Police,St. Petersburg,FL,1997,48171161,511,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
St. Petersburg Police,St. Petersburg,FL,2000,55104000,500,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Tallahassee Police,Tallahassee,FL,1993,21231078,309,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Tallahassee Police,Tallahassee,FL,1997,26615573,325,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Tallahassee Police,Tallahassee,FL,2000,29553533,321,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Tampa Police,Tampa,FL,1990,49266059,824,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Tampa Police,Tampa,FL,1993,50415421,788,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Tampa Police,Tampa,FL,1997,70745794,916,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Tampa Police,Tampa,FL,2000,89570060,939,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Atlanta Police,Atlanta,GA,1990,69961569,1560,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Atlanta Police,Atlanta,GA,1993,73933065,1602,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Atlanta Police,Atlanta,GA,1997,88612717,1612,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Atlanta Police,Atlanta,GA,2000,119407023,1474,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Columbus Police,Columbus,GA,1993,15657844,372,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Columbus Police,Columbus,GA,1997,20291969,387,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Columbus Police,Columbus,GA,2000,19613873,370,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Macon Police,Macon,GA,1993,12269916,284,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Macon Police,Macon,GA,1997,13585423,290,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Savannah Police,Savannah,GA,1993,19043000,374,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Savannah Police,Savannah,GA,1997,24970310,424,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Savannah Police,Savannah,GA,2000,27749090,385,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Honolulu Police,Honolulu,HI,1990,96584273,1781,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Honolulu Police,Honolulu,HI,1993,116054557,1925,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Honolulu Police,Honolulu,HI,1997,163453375,1691,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Honolulu Police,Honolulu,HI,2000,140782160,1792,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Cedar Rapids Police,Cedar Rapids,IA,1993,9770162,169,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Cedar Rapids Police,Cedar Rapids,IA,1997,12283840,200,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Cedar Rapids Police,Cedar Rapids,IA,2000,15000000,197,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Des Moines Police,Des Moines,IA,1993,25455699,358,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Des Moines Police,Des Moines,IA,1997,29383813,345,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Des Moines Police,Des Moines,IA,2000,33000000,357,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Boise Police,Boise,ID,1993,11667372,177,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Boise Police,Boise,ID,1997,17222002,222,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Boise Police,Boise,ID,2000,23865373,108,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
